"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"14D","1414 DEGREES LIMITED","2018-09-12","Capital Goods",14932124
"1AD","ADALTA LIMITED","2016-08-22","Pharmaceuticals, Biotechnology & Life Sciences",17908531
"1AE","AURORA ENERGY METALS LIMITED","2022-05-18","Materials",39931077
"1AG","ALTERRA LIMITED","2008-05-16","Food, Beverage & Tobacco",4181644
"1MC","MORELLA CORPORATION LIMITED","2001-01-08","Materials",134581564
"1ST","1ST GROUP LIMITED","2015-06-09","Health Care Equipment & Services",3879077
"1VG","VICTORY GOLDFIELDS LIMITED","2021-07-22","Materials",5879304
"29M","29METALS LIMITED","2021-07-02","Materials",1328441519
"2BE","TUBI LIMITED","2019-06-14","Energy","N/A"
"360","LIFE360 INC.","2019-05-10","Software & Services",710687040
"3DA","AMAERO INTERNATIONAL LTD","2019-12-06","Capital Goods",55597719
"3DP","POINTERRA LIMITED","2008-03-27","Software & Services",162673489
"3MF","3D METALFORGE LIMITED","2021-03-02","Commercial & Professional Services",5217280
"3PL","3P LEARNING LIMITED..","2014-07-09","Consumer Services",399519626
"4DS","4DS MEMORY LIMITED","2010-12-09","Semiconductors & Semiconductor Equipment",137776642
"4DX","4DMEDICAL LIMITED","2020-08-07","Health Care Equipment & Services",184057398
"5EA","5E ADVANCED MATERIALS INC.","2022-03-01","Materials",1493426025
"5GG","PENTANET LIMITED","2021-01-29","Telecommunication Services",78389839
"88E","88 ENERGY LIMITED","2000-01-20","Energy",174737281
"8CO","8COMMON LIMITED","2014-08-27","Software & Services",19940378
"8IH","8I HOLDINGS LTD","2014-12-17","Diversified Financials",32610395
"8VI","8VI HOLDINGS LIMITED","2015-12-16","Consumer Services",75438931
"92E","92 ENERGY LIMITED","2021-04-15","Energy",42603327
"99L","99 LOYALTY LIMITED.","2013-10-08","Software & Services",32471117
"9SP","9 SPOKES INTERNATIONAL LIMITED","2016-06-09","Software & Services",5973349
"A1G","AFRICAN GOLD LTD.","2019-02-14","Materials",16717446
"A1M","AIC MINES LIMITED","1993-11-04","Materials",179083710
"A2B","A2B AUSTRALIA LIMITED","1999-12-14","Transportation",136990672
"A2M","THE A2 MILK COMPANY LIMITED","2015-03-31","Food, Beverage & Tobacco",3212596201
"A3D","AURORA LABS LIMITED","2016-08-16","Capital Goods",11417800
"A4N","ALPHA HPA LIMITED","2007-10-22","Materials",445472509
"A8G","AUSTRALASIAN METALS LIMITED","2021-05-13","Materials",20326993
"AAC","AUSTRALIAN AGRICULTURAL COMPANY LIMITED.","2001-08-10","Food, Beverage & Tobacco",1241699499
"AAJ","ARUMA RESOURCES LIMITED","2010-07-23","Materials",10987305
"AAP","AUSTRALIAN AGRICULTURAL PROJECTS LIMITED","2004-01-07","Food, Beverage & Tobacco",6712188
"AAR","ASTRAL RESOURCES NL","1986-11-13","Materials",51867594
"AAU","ANTILLES GOLD LIMITED","1993-11-25","Materials",23678132
"AB1","ABARTA RESOURCES LIMITED",,"Materials",0
"ABA","AUSWIDE BANK LTD","1994-09-19","Banks",294391490
"ABB","AUSSIE BROADBAND LIMITED","2020-10-16","Telecommunication Services",983759903
"ABC","ADBRI LIMITED","1962-05-31","Materials",1820830878
"ABE","AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED","2021-12-06","Diversified Financials",39913350
"ABP","ABACUS PROPERTY GROUP","2002-11-14","Real Estate",2596968745
"ABV","ADVANCED BRAKING TECHNOLOGY LTD","2002-05-28","Automobiles & Components",12132761
"ABX","ABX GROUP LIMITED","2009-12-24","Materials",38010438
"ABY","ADORE BEAUTY GROUP LIMITED","2020-10-23","Retailing",130833051
"AC8","AUSCANN GROUP HOLDINGS LTD","1989-05-03","Pharmaceuticals, Biotechnology & Life Sciences",25551732
"ACB","A-CAP ENERGY LIMITED","2006-05-19","Energy",102292112
"ACF","ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED","2008-06-27","Capital Goods",115770436
"ACL","AUSTRALIAN CLINICAL LABS LIMITED","2021-05-14","Health Care Equipment & Services",1061646919
"ACP","AUDALIA RESOURCES LIMITED","2011-07-06","Materials",8305634
"ACQ","ACORN CAPITAL INVESTMENT FUND LIMITED","2014-05-01","Not Applic",115322883
"ACR","ACRUX LIMITED","2004-09-29","Pharmaceuticals, Biotechnology & Life Sciences",18505926
"ACS","ACCENT RESOURCES NL","2005-08-26","Materials",27961637
"ACU","ACUMENTIS GROUP LIMITED","2003-12-05","Real Estate",20161506
"ACW","ACTINOGEN MEDICAL LIMITED","2007-10-16","Pharmaceuticals, Biotechnology & Life Sciences",125695067
"AD1","AD1 HOLDINGS LIMITED","2016-06-23","Media & Entertainment",11488844
"AD8","AUDINATE GROUP LIMITED","2017-06-30","Technology Hardware & Equipment",485658640
"ADA","ADACEL TECHNOLOGIES LIMITED","1998-02-27","Software & Services",72716882
"ADD","ADAVALE RESOURCES LIMITED","1992-02-06","Energy",10640719
"ADH","ADAIRS LIMITED","2015-06-17","Retailing",383748810
"ADN","ANDROMEDA METALS LIMITED","1996-09-17","Materials",325944685
"ADO","ANTEOTECH LTD","2000-04-07","Pharmaceuticals, Biotechnology & Life Sciences",198752480
"ADR","ADHERIUM LIMITED","2015-08-26","Health Care Equipment & Services",19874260
"ADS","ADSLOT LTD.","1987-12-17","Software & Services",30862701
"ADT","ADRIATIC METALS PLC","2018-05-01","Materials",623327422
"ADV","ARDIDEN LTD","2005-10-25","Materials",29351689
"ADX","ADX ENERGY LTD","1987-01-29","Energy",24409296
"ADY","ADMIRALTY RESOURCES NL.","1983-12-01","Materials",19553687
"AE1","AERISON GROUP LTD","2021-07-12","Capital Goods",42831248
"AEE","AURA ENERGY LIMITED","2006-05-30","Energy",96765006
"AEF","AUSTRALIAN ETHICAL INVESTMENT LIMITED","2002-12-17","Diversified Financials",587784732
"AEG","ABSOLUTE EQUITY PERFORMANCE FUND LIMITED","2015-12-16","Not Applic",74111558
"AEI","AERIS ENVIRONMENTAL LTD","2000-09-12","Commercial & Professional Services",15884441
"AEN","AERAMENTUM RESOURCES LIMITED",,"Class Pend",0
"AER","AEERIS LTD","2015-04-01","Media & Entertainment",8590063
"AEV","AVENIRA LIMITED","2006-10-10","Materials",13514640
"AFA","ASF GROUP LIMITED","1985-05-29","Diversified Financials",33292824
"AFG","AUSTRALIAN FINANCE GROUP LTD","2015-05-22","Banks",499234067
"AFI","AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED","1962-06-30","Not Applic",9851549511
"AFL","AF LEGAL GROUP LTD","2003-09-19","Commercial & Professional Services",31677320
"AFP","AFT PHARMACEUTICALS LIMITED","2015-12-22","Pharmaceuticals, Biotechnology & Life Sciences",335231232
"AFW","APPLYFLOW LIMITED","2010-11-30","Media & Entertainment",5915216
"AGC","AUSTRALIAN GOLD AND COPPER LTD","2021-01-20","Materials",8900000
"AGD","AUSTRAL GOLD LIMITED","1997-04-18","Materials",35514058
"AGE","ALLIGATOR ENERGY LIMITED","2011-02-03","Energy",210154887
"AGG","ANGLOGOLD ASHANTI LIMITED","1999-11-16","Materials",9477085934
"AGH","ALTHEA GROUP HOLDINGS LIMITED","2018-09-21","Pharmaceuticals, Biotechnology & Life Sciences",38710598
"AGI","AINSWORTH GAME TECHNOLOGY LIMITED","2001-12-17","Consumer Services",357001565
"AGJ","AGRICULTURAL LAND TRUST","2003-04-10","Real Estate","N/A"
"AGL","AGL ENERGY LIMITED.","2006-10-12","Utilities",5792353676
"AGN","ARGENICA THERAPEUTICS LIMITED","2021-06-11","Pharmaceuticals, Biotechnology & Life Sciences",34390958
"AGR","AGUIA RESOURCES LIMITED","2008-02-13","Materials",28792590
"AGS","ALLIANCE RESOURCES LIMITED","1994-10-19","Materials",40953448
"AGY","ARGOSY MINERALS LIMITED","1997-04-03","Materials",589319218
"AHC","AUSTCO HEALTHCARE LIMITED","2004-09-24","Health Care Equipment & Services",27273139
"AHF","AUSTRALIAN DAIRY NUTRITIONALS GROUP","2006-06-30","Food, Beverage & Tobacco",32812402
"AHI","ADVANCED HUMAN IMAGING LTD","2015-08-17","Software & Services",29181142
"AHK","ARK MINES LIMITED","2011-05-09","Materials",13607794
"AHN","ATHENA RESOURCES LIMITED","2006-11-22","Materials",5690773
"AHQ","ALLEGIANCE COAL LIMITED","2012-05-29","Materials",216350178
"AHX","APIAM ANIMAL HEALTH LIMITED","2015-12-15","Health Care Equipment & Services",106905148
"AIA","AUCKLAND INTERNATIONAL AIRPORT LIMITED","1999-02-22","Transportation",9777739550
"AIB","AURORA GLOBAL INCOME TRUST","2007-12-24","Not Applic",721910
"AII","ALMONTY INDUSTRIES INC.","2021-08-02","Materials",175826822
"AIM","AI-MEDIA TECHNOLOGIES LIMITED","2020-09-15","Commercial & Professional Services",84729011
"AIQ","ALTERNATIVE INVESTMENT TRUST","2005-05-08","Not Applic",29533847
"AIR","ASTIVITA LIMITED","2009-12-16","Capital Goods",14905184
"AIS","AERIS RESOURCES LIMITED","2011-02-02","Materials",291852326
"AIV","ACTIVEX LIMITED","2006-04-11","Materials",10161521
"AIZ","AIR NEW ZEALAND LIMITED","1997-10-01","Transportation",1987393946
"AJJ","ASIAN AMERICAN MEDICAL GROUP LIMITED","2007-03-19","Health Care Equipment & Services","N/A"
"AJL","AJ LUCAS GROUP LIMITED","1999-08-10","Capital Goods",69384625
"AJQ","ARMOUR ENERGY LIMITED","2012-04-26","Energy",14276159
"AJX","ALEXIUM INTERNATIONAL GROUP LIMITED","1999-12-22","Materials",18712441
"AJY","ASAPLUS RESOURCES LIMITED","2012-11-16","Materials",2720000
"AKE","ALLKEM LIMITED","2007-12-04","Materials",8602007580
"AKG","ACADEMIES AUSTRALASIA GROUP LIMITED","1977-06-01","Consumer Services",35732051
"AKL","AUCKLAND REAL ESTATE TRUST","2005-09-23","Real Estate",63470299
"AKM","ASPIRE MINING LIMITED","2007-02-06","Materials",44164418
"AKN","AUKING MINING LIMITED","2007-10-29","Materials",9710371
"AKO","AKORA RESOURCES LIMITED","2020-12-15","Materials",16715000
"AKP","AUDIO PIXELS HOLDINGS LIMITED","2004-12-24","Consumer Durables & Apparel",528055399
"AL3","AML3D LIMITED","2020-04-20","Capital Goods",10833004
"AL8","ALDERAN RESOURCES LIMITED","2017-06-09","Materials",7660189
"ALA","AROVELLA THERAPEUTICS LIMITED","2002-01-24","Pharmaceuticals, Biotechnology & Life Sciences",23444233
"ALB","ALBION RESOURCES LIMITED","2021-04-30","Materials",6160000
"ALC","ALCIDION GROUP LIMITED","2011-06-24","Health Care Equipment & Services",177529667
"ALD","AMPOL LIMITED","1980-12-31","Energy",8045078862
"ALG","ARDENT LEISURE GROUP LIMITED","2018-11-30","Consumer Services",645204592
"ALI","ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED","2015-07-03","Not Applic",393708134
"ALK","ALKANE RESOURCES LIMITED","1980-10-07","Materials",622384674
"ALL","ARISTOCRAT LEISURE LIMITED","1996-07-09","Consumer Services",22579697474
"ALM","ALMA METALS LIMITED","2007-04-18","Energy",14049973
"ALO","ALLOGGIO GROUP LIMITED","2021-11-29","Consumer Services",26094903
"ALQ","ALS LIMITED","1952-07-18","Commercial & Professional Services",6162482523
"ALT","ANALYTICA LIMITED","2000-10-25","Health Care Equipment & Services",4613801
"ALU","ALTIUM LIMITED","1999-08-04","Software & Services",3700854377
"ALV","ALVO MINERALS LIMITED","2021-10-20","Materials",18207579
"ALX","ATLAS ARTERIA","2010-01-25","Transportation",6751488311
"ALY","ALCHEMY RESOURCES LIMITED","2007-11-26","Materials",25733000
"AM7","ARCADIA MINERALS LIMITED","2021-06-25","Materials",19665023
"AMA","AMA GROUP LIMITED","2006-08-31","Commercial & Professional Services",219823606
"AMC","AMCOR PLC","1969-08-28","Materials",27455547664
"AMD","ARROW MINERALS LTD","2005-10-28","Materials",5471795
"AME","ALTO METALS LIMITED","2012-12-20","Materials",43827113
"AMH","AMCIL LIMITED","2000-02-10","Not Applic",350157229
"AMI","AURELIA METALS LIMITED","2007-05-08","Materials",420599195
"AML","AEON METALS LIMITED.","2007-06-14","Materials",33939320
"AMLN","AEON METALS LIMITED.","2007-06-14","Materials",33939320
"AMM","ARMADA METALS LIMITED","2021-12-15","Materials",13000000
"AMN","AGRIMIN LIMITED","2007-10-09","Materials",142239481
"AMO","AMBERTECH LIMITED","2004-12-10","Technology Hardware & Equipment",28828394
"AMP","AMP LIMITED","1998-06-15","Diversified Financials",3527394321
"AMS","ATOMOS LIMITED","2018-12-28","Consumer Durables & Apparel",66705476
"AMT","ALLEGRA ORTHOPAEDICS LIMITED","2007-12-05","Health Care Equipment & Services",18802657
"AMX","AEROMETREX LIMITED","2019-12-10","Commercial & Professional Services",31624000
"AN1","ANAGENICS LIMITED","2005-12-09","Pharmaceuticals, Biotechnology & Life Sciences",7735746
"AND","ANSARADA GROUP LIMITED","2020-02-14","Software & Services",168844224
"ANG","AUSTIN ENGINEERING LIMITED","2004-03-09","Capital Goods",148340590
"ANL","AMANI GOLD LIMITED","2006-12-14","Materials",34940162
"ANN","ANSELL LIMITED","1985-08-22","Health Care Equipment & Services",3493754927
"ANO","ADVANCE ZINCTEK LIMITED","2005-02-24","Materials",128776784
"ANP","ANTISENSE THERAPEUTICS LIMITED","2001-12-20","Pharmaceuticals, Biotechnology & Life Sciences",64204222
"ANR","ANATARA LIFESCIENCES LTD","2014-10-16","Pharmaceuticals, Biotechnology & Life Sciences",4281337
"ANW","AUS TIN MINING LTD","2010-10-21","Materials",13766787
"ANX","ANAX METALS LIMITED","2004-06-15","Materials",36038534
"ANZ","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED","1969-09-30","Banks",71333479562
"AO1","ASSETOWL LIMITED","2011-05-30","Software & Services",4716389
"AOA","AUSMON RESOURCES LIMITED","2009-03-31","Materials",8109804
"AOF","AUSTRALIAN UNITY OFFICE FUND","2016-06-20","Real Estate",350136721
"AON","APOLLO MINERALS LIMITED","2007-10-31","Materials",34399609
"AOU","AUROCH MINERALS LTD","2011-09-01","Materials",31794558
"APA","APA GROUP","2000-06-13","Utilities",13486186683
"APC","AUSTRALIAN POTASH LIMITED","2011-12-20","Materials",54970031
"APE","EAGERS AUTOMOTIVE LIMITED","1957-04-17","Retailing",2741476241
"APG","AUSTPAC RESOURCES NL","1986-07-24","Materials","N/A"
"APM","APM HUMAN SERVICES INTERNATIONAL LIMITED","2021-11-12","Commercial & Professional Services",2971669505
"APS","ALLUP SILICA LIMITED","2022-05-02","Materials",15634658
"APW","AIMS PROPERTY SECURITIES FUND","2004-12-17","Real Estate",49063391
"APX","APPEN LIMITED","2015-01-07","Software & Services",1020385647
"APZ","ASPEN GROUP","1991-04-11","Real Estate",214935139
"AQC","AUSTRALIAN PACIFIC COAL LIMITED","1999-12-17","Materials",7572722
"AQD","AUSQUEST LIMITED","2003-11-25","Materials",16502984
"AQI","ALICANTO MINERALS LIMITED","2012-09-19","Materials",27243667
"AQN","AQUIRIAN LIMITED","2021-07-27","Commercial & Professional Services",23600000
"AQS","AQUIS ENTERTAINMENT LIMITED","2011-12-02","Consumer Services",27771158
"AQX","ALICE QUEEN LIMITED","2004-09-09","Materials",8497573
"AQZ","ALLIANCE AVIATION SERVICES LIMITED","2011-12-20","Transportation",638116747
"AR1","AUSTRAL RESOURCES AUSTRALIA LTD","2021-11-03","Materials",166373950
"AR3","AUSTRALIAN RARE EARTHS LIMITED","2021-07-01","Materials",51626164
"AR9","ARCHTIS LIMITED","2018-09-21","Software & Services",39570481
"ARA","ARIADNE AUSTRALIA LIMITED","1982-10-12","Commercial & Professional Services",133444805
"ARB","ARB CORPORATION LIMITED.","1987-06-26","Automobiles & Components",2500694354
"ARC","ARC FUNDS LIMITED","2000-04-14","Diversified Financials",15639703
"ARD","ARGENT MINERALS LIMITED","2008-04-03","Materials",18537335
"ARE","ARGONAUT RESOURCES NL","1986-01-23","Materials",10818614
"ARF","ARENA REIT.","2013-06-13","Real Estate",1462980670
"ARG","ARGO INVESTMENTS LIMITED","1963-03-31","Not Applic",7028740382
"ARL","ARDEA RESOURCES LIMITED","2017-02-09","Materials",195198438
"ARN","ALDORO RESOURCES LIMITED","2018-09-13","Materials",21826990
"ARO","ASTRO RESOURCES NL","1986-08-14","Materials",14115724
"ARR","AMERICAN RARE EARTHS LIMITED","2011-02-17","Materials",131275629
"ART","AIRTASKER LIMITED","2021-03-23","Media & Entertainment",176049757
"ARU","ARAFURA RESOURCES LIMITED","2003-11-05","Materials",590570286
"ARV","ARTEMIS RESOURCES LIMITED","2007-03-16","Materials",54144908
"ARX","AROA BIOSURGERY LIMITED","2020-07-24","Pharmaceuticals, Biotechnology & Life Sciences",284461093
"AS1","ANGEL SEAFOOD HOLDINGS LTD","2018-02-21","Food, Beverage & Tobacco",31911034
"AS2","ASKARI METALS LIMITED","2021-07-07","Materials",25217381
"ASB","AUSTAL LIMITED","1998-12-08","Capital Goods",716479145
"ASG","AUTOSPORTS GROUP LIMITED.","2016-11-16","Retailing",366825000
"ASH","ASHLEY SERVICES GROUP LIMITED","2014-08-21","Commercial & Professional Services",97183735
"ASM","AUSTRALIAN STRATEGIC MATERIALS LIMITED","2020-07-30","Materials",749528007
"ASN","ANSON RESOURCES LIMITED","2010-07-08","Materials",138768165
"ASO","ASTON MINERALS LIMITED","2011-03-04","Materials",153239159
"ASP","ASPERMONT LIMITED.","2000-04-27","Media & Entertainment",50852914
"ASQ","AUSTRALIAN SILICA QUARTZ GROUP LTD","2007-10-22","Materials",21579509
"ASR","ASRA MINERALS LIMITED","1986-06-30","Materials",50919081
"ASW","ADVANCED SHARE REGISTRY LIMITED","2008-06-10","Diversified Financials",46417866
"ASX","ASX LIMITED","1998-10-14","Diversified Financials",15872867332
"AT1","ATOMO DIAGNOSTICS LIMITED","2020-04-16","Health Care Equipment & Services",45671279
"ATA","ATTURRA LIMITED","2021-12-22","Software & Services",146401828
"ATC","ALTECH CHEMICALS LTD","2010-01-27","Materials",98306750
"ATCNC","ALTECH CHEMICALS LTD","2010-01-27","Materials",98306750
"ATH","ALTERITY THERAPEUTICS LIMITED","2000-03-28","Pharmaceuticals, Biotechnology & Life Sciences",38509993
"ATL","APOLLO TOURISM & LEISURE LTD","2016-11-04","Automobiles & Components",99590736
"ATM","ANEKA TAMBANG (PERSERO) TBK (PT)","1999-08-09","Materials",6009320743
"ATP","ATLAS PEARLS LTD","1993-12-31","Consumer Durables & Apparel",17970614
"ATR","ASTRON CORPORATION LIMITED","1983-11-11","Materials",68587164
"ATS","AUSTRALIS OIL & GAS LIMITED","2016-07-25","Energy",72120892
"ATU","ATRUM COAL LIMITED","2012-07-24","Materials",8296420
"ATV","ACTIVEPORT GROUP LTD","2021-10-20","Software & Services",28711474
"ATX","AMPLIA THERAPEUTICS LIMITED","2013-12-23","Pharmaceuticals, Biotechnology & Life Sciences",22293210
"AU1","THE AGENCY GROUP AUSTRALIA LTD","2007-12-18","Real Estate",19714523
"AUA","AUDEARA LIMITED","2021-05-18","Consumer Durables & Apparel",7560000
"AUB","AUB GROUP LIMITED","2005-11-16","Insurance",1608057254
"AUC","AUSGOLD LIMITED","2009-12-16","Materials",115680049
"AUE","AURUM RESOURCES LIMITED","2021-11-02","Materials",4050000
"AUH","AUSTCHINA HOLDINGS LIMITED","2003-03-17","Energy",18051853
"AUI","AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED","1974-01-01","Not Applic",1220176016
"AUK","AUMAKE LIMITED.","2011-12-07","Retailing",5400128
"AUN","AURUMIN LIMITED","2020-12-09","Materials",24367074
"AUQ","ALARA RESOURCES LIMITED","2007-05-24","Materials",52907193
"AUR","AURIS MINERALS LIMITED","2001-03-15","Materials",13345527
"AUT","AUTECO MINERALS LTD","2005-09-21","Materials",109567015
"AUZ","AUSTRALIAN MINES LIMITED","2001-09-28","Materials",51642924
"AV1","ADVERITAS LIMITED","2012-12-18","Software & Services",41395091
"AVA","AVA RISK GROUP LIMITED","2015-05-11","Technology Hardware & Equipment",47377821
"AVC","AUCTUS INVESTMENT GROUP LIMITED","2011-08-10","Diversified Financials",73034519
"AVD","AVADA GROUP LIMITED","2021-12-17","Commercial & Professional Services",55317610
"AVE","AVECHO BIOTECHNOLOGY LIMITED","1993-08-09","Pharmaceuticals, Biotechnology & Life Sciences",31242813
"AVG","AUSTRALIAN VINTAGE LTD","1992-03-26","Food, Beverage & Tobacco",171794170
"AVH","AVITA MEDICAL INC.","2020-06-24","Pharmaceuticals, Biotechnology & Life Sciences",189662416
"AVJ","AVJENNINGS LIMITED","1994-01-27","Real Estate",207177671
"AVL","AUSTRALIAN VANADIUM LIMITED","2007-02-21","Materials",157046356
"AVR","ANTERIS TECHNOLOGIES LTD","2004-03-24","Health Care Equipment & Services",271962623
"AVW","AVIRA RESOURCES LTD","2013-01-09","Materials",8475160
"AVZ","AVZ MINERALS LIMITED","2007-09-14","Materials","N/A"
"AW1","AMERICAN WEST METALS LIMITED","2021-12-13","Materials",31431075
"AWC","ALUMINA LIMITED","1961-10-31","Materials",4758757524
"AWJ","AURIC MINING LIMITED","2021-02-12","Materials",8377589
"AWV","ANOVA METALS LIMITED","2011-05-18","Materials",20973319
"AX1","ACCENT GROUP LIMITED","2004-07-07","Retailing",717973397
"AX8","ACCELERATE RESOURCES LIMITED","2018-02-14","Materials",10011438
"AXE","ARCHER MATERIALS LIMITED","2007-08-14","Semiconductors & Semiconductor Equipment",177225053
"AXI","AXIOM PROPERTIES LIMITED","1997-01-31","Real Estate",30722670
"AXP","AXP ENERGY LIMITED","2006-07-20","Energy",34873084
"AYA","ARTRYA LIMITED","2021-11-26","Health Care Equipment & Services",64163024
"AYI","A1 INVESTMENTS & RESOURCES LTD","2007-10-02","Diversified Financials",16421946
"AYM","AUSTRALIA UNITED MINING LIMITED","2011-09-19","Materials",11055465
"AYT","AUSTIN METALS LIMITED","2011-07-06","Materials",14222245
"AZI","ALTAMIN LIMITED","2009-12-24","Materials",37604808
"AZJ","AURIZON HOLDINGS LIMITED","2010-11-22","Transportation",7289187769
"AZL","ARIZONA LITHIUM LIMITED","1971-07-08","Materials",334907882
"AZS","AZURE MINERALS LIMITED","2003-12-16","Materials",83898645
"AZY","ANTIPA MINERALS LIMITED","2011-04-20","Materials",139717018
"B4P","BEFOREPAY GROUP LIMITED","2022-01-17","Diversified Financials",25779352
"BAP","BAPCOR LIMITED","2014-04-24","Retailing",2063628000
"BAS","BASS OIL LIMITED","2004-09-30","Energy",7680295
"BAT","BATTERY MINERALS LIMITED","2012-10-29","Materials",18779717
"BBC","BNK BANKING CORPORATION LIMITED","2012-05-22","Banks",135933149
"BBL","BRISBANE BRONCOS LIMITED","1989-05-12","Media & Entertainment",96079819
"BBN","BABY BUNTING GROUP LIMITED","2015-10-14","Retailing",557648710
"BBT","BLUEBET HOLDINGS LTD","2021-07-02","Consumer Services",112061403
"BBX","BBX MINERALS LIMITED","2005-08-12","Materials",52902470
"BC8","BLACK CAT SYNDICATE LIMITED","2018-01-30","Materials",75191962
"BCA","BLACK CANYON LIMITED","2021-05-05","Materials",15160189
"BCB","BOWEN COKING COAL LIMITED","1995-06-22","Materials",524254484
"BCC","BEAM COMMUNICATIONS HOLDINGS LIMITED","1986-11-06","Technology Hardware & Equipment",25926576
"BCI","BCI MINERALS LIMITED","2006-12-15","Materials",446294193
"BCK","BROCKMAN MINING LIMITED","2011-01-11","Materials",371209285
"BCN","BEACON MINERALS LIMITED","2006-10-20","Materials",120162070
"BCT","BLUECHIIP LIMITED","2011-06-09","Technology Hardware & Equipment",17956914
"BDG","BLACK DRAGON GOLD CORP.","2018-08-29","Materials",12552213
"BDM","BURGUNDY DIAMOND MINES LIMITED","2013-01-04","Materials",59774441
"BDT","BIRDDOG TECHNOLOGY LIMITED","2021-12-20","Technology Hardware & Equipment",41946154
"BDX","BCAL DIAGNOSTICS LIMITED","2021-07-21","Pharmaceuticals, Biotechnology & Life Sciences",20744378
"BEE","BROO LTD","2016-10-14","Food, Beverage & Tobacco","N/A"
"BEL","BENTLEY CAPITAL LIMITED","1986-11-07","Not Applic",7003768
"BEM","BLACKEARTH MINERALS NL","2018-01-19","Materials",26688814
"BEN","BENDIGO AND ADELAIDE BANK LIMITED","1985-12-19","Banks",5950697459
"BET","BETMAKERS TECHNOLOGY GROUP LTD","2015-12-11","Consumer Services",438178268
"BEX","BIKEEXCHANGE LIMITED","2021-02-09","Retailing",9587844
"BEZ","BESRA GOLD INC.","2021-10-08","Materials",26008576
"BFC","BESTON GLOBAL FOOD COMPANY LIMITED","2015-08-28","Food, Beverage & Tobacco",61329758
"BFG","BELL FINANCIAL GROUP LIMITED","2007-12-12","Diversified Financials",380081578
"BFL","BSP FINANCIAL GROUP LIMITED","2021-05-25","Banks",2336117115
"BGA","BEGA CHEESE LIMITED","2011-08-19","Food, Beverage & Tobacco",1437563458
"BGD","BARTON GOLD HOLDINGS LIMITED","2021-06-28","Materials",42148013
"BGL","BELLEVUE GOLD LIMITED","2005-12-20","Materials",892188529
"BGP","BRISCOE GROUP AUSTRALASIA LIMITED","2017-07-20","Retailing",1077604636
"BGT","BIO-GENE TECHNOLOGY LTD","2017-11-29","Materials",25669831
"BHD","BENJAMIN HORNIGOLD LIMITED","2017-05-12","Not Applic",6280363
"BHP","BHP GROUP LIMITED","1885-08-13","Materials",215756214358
"BID","BILL IDENTITY LIMITED","2011-01-27","Software & Services",21524048
"BIM","BINDI METALS LIMITED",,"Materials",0
"BIO","BIOME AUSTRALIA LIMITED","2021-11-30","Household & Personal Products",21990084
"BIQ","BUILDINGIQ INC","2015-12-17","Software & Services","N/A"
"BIR","BIR FINANCIAL LIMITED","2006-07-31","Diversified Financials",4173032
"BIS","BISALLOY STEEL GROUP LIMITED","2003-06-23","Materials",76989987
"BIT","BIOTRON LIMITED","2001-01-24","Pharmaceuticals, Biotechnology & Life Sciences",65279742
"BKG","BOOKTOPIA GROUP LIMITED","2020-12-03","Retailing",52196534
"BKI","BKI INVESTMENT COMPANY LIMITED","2003-12-12","Not Applic",1255796128
"BKL","BLACKMORES LIMITED","1985-05-02","Household & Personal Products",1359936636
"BKT","BLACK ROCK MINING LIMITED","2003-12-10","Materials",195438406
"BKW","BRICKWORKS LIMITED","1962-06-30","Materials",3065868393
"BKY","BERKELEY ENERGIA LIMITED","2003-09-16","Energy",160486817
"BLD","BORAL LIMITED.","2000-02-21","Materials",3331327025
"BLG","BLUGLASS LIMITED","2006-09-22","Semiconductors & Semiconductor Equipment",36969585
"BLU","BLUE ENERGY LIMITED.","1994-10-13","Energy",108503257
"BLX","BEACON LIGHTING GROUP LIMITED","2014-04-15","Retailing",437709956
"BLY","BOART LONGYEAR GROUP LTD","2007-04-05","Materials",739801035
"BLZ","BLAZE MINERALS LIMITED","1996-09-12","Energy",9652723
"BME","BLACK MOUNTAIN ENERGY LTD","2021-12-23","Energy",34425000
"BMG","BMG RESOURCES LIMITED","2004-05-12","Materials",14719616
"BMH","BAUMART HOLDINGS LIMITED","2015-06-19","Capital Goods",26054056
"BML","BOAB METALS LIMITED","2004-07-15","Materials",49117929
"BMM","BALKAN MINING AND MINERALS LIMITED","2021-07-14","Materials",13815000
"BMN","BANNERMAN ENERGY LTD","2005-04-28","Energy",282659600
"BMO","BASTION MINERALS LIMITED","2021-03-16","Materials",11882931
"BMR","BALLYMORE RESOURCES LIMITED","2021-09-03","Materials",25288367
"BMT","BEAMTREE HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services",80598012
"BNL","BLUE STAR HELIUM LIMITED","1994-11-24","Energy",49171272
"BNO","BIONOMICS LIMITED","1999-12-21","Pharmaceuticals, Biotechnology & Life Sciences",83907746
"BNR","BULLETIN RESOURCES LIMITED","2010-12-20","Materials",46414576
